month,branch_id,disbursements,collections,portfolio,operating_expenses,digital_transactions,portfolio_growth,collection_rate
2023-07,BR015,6400000.0,8706142,88405616,1060802,114,-2306142.0,0.9847951288524476
2023-07,BR016,14000000.0,17560780,163313430,2092511,263,-3560780.0,1.0752808265676619
2023-07,BR017,6700000.0,6859840,75789614,928922,240,-159840.0,0.9051161020558832
2023-07,BR018,5900000.0,9172785,85472351,950401,261,-3272785.0,1.0731873983435885
2023-07,BR019,18300000.0,18450596,171998828,1986257,260,-150596.0,1.0727163792069558
2023-07,BR020,12700000.0,10425467,107164983,1172814,116,2274533.0,0.9728426868690866
2023-07,BR021,10600000.0,14227051,138851665,1805363,58,-3627051.0,1.0246222830673295
2023-07,BR022,11500000.0,12420771,114967568,1412021,126,-920771.0,1.080371727094375
2023-07,BR023,10100000.0,11470077,108562391,1083629,169,-1370077.0,1.056542407950466
2023-07,BR024,16100000.0,22147504,204808645,2222964,287,-6047504.0,1.0813754468225694
2023-07,BR025,6700000.0,9002481,80539871,855571,295,-2302481.0,1.1177670001482867
2023-07,BR026,9700000.0,15426782,139728142,1867789,224,-5726782.0,1.1040569050148823
2023-07,BR027,12800000.0,12616331,134923504,1218960,170,183669.0,0.9350728839654209
2023-07,BR028,15300000.0,15283091,161322761,1632320,159,16909.0,0.9473611104387185
2023-07,BR029,14700000.0,16171132,172775792,2112520,156,-1471132.0,0.9359605192838589
2023-07,BR030,7700000.0,10726332,96718241,1072808,131,-3026332.0,1.1090288542365034
2023-07,BR031,13500000.0,22474269,199223205,2735966,100,-8974269.0,1.1280949425545082
2023-07,BR032,19300000.0,19935165,192835797,2307196,210,-635165.0,1.03378964435737
2023-07,BR033,12300000.0,16913879,157385278,1577766,132,-4613879.0,1.0746798693585558
2023-07,BR034,20600000.0,21962578,214973973,2821839,285,-1362578.0,1.0216389311463299
2023-07,BR035,10000000.0,9222881,89803219,1154238,284,777119.0,1.0270100674230842
2023-07,BR036,19700000.0,19743447,187369088,1782966,184,-43447.0,1.0537195441758247
2023-07,BR037,16100000.0,18400761,182058639,1753203,130,-2300761.0,1.0107051827406002
2023-07,BR038,17600000.0,20455427,198883746,2428747,62,-2855427.0,1.0285117517848843
2023-07,BR039,6800000.0,7651480,68909070,768481,84,-851480.0,1.110373423991936
2023-07,BR040,25000000.0,21821439,234064882,2728211,159,3178561.0,0.9322816312102726
2023-07,BR041,7400000.0,9509229,97749752,1288381,221,-2109229.0,0.9728136190053964
2023-07,BR042,14800000.0,16698624,177675349,2002127,141,-1898624.0,0.9398390994577418
2023-07,BR043,16800000.0,20575088,204346110,2319910,153,-3775088.0,1.0068744641138507
2023-07,BR044,10800000.0,9795080,97571085,1103744,225,1004920.0,1.0038916754897211
2023-07,BR045,13700000.0,19870508,198053401,2725342,264,-6170508.0,1.003290420647712
2023-07,BR046,17700000.0,14493665,156585605,1589558,145,3206335.0,0.92560647576768
2023-07,BR047,19400000.0,21616067,207282757,2560126,119,-2216067.0,1.0428299639028826
2023-07,BR048,10900000.0,15957314,169365409,1743640,65,-5057314.0,0.9421825917239097
2023-07,BR049,17100000.0,16200625,168016436,1968509,270,899375.0,0.9642285829702993
2023-07,BR050,9100000.0,12670317,120912267,1677483,232,-3570317.0,1.047893428381423
2023-08,BR001,9600000.0,14347747,134233795,1492548,277,-4747747.0,1.0688625021739122
2023-08,BR002,10600000.0,9356314,96947527,1190040,209,1243686.0,0.9650905277862322
2023-08,BR003,9200000.0,8127732,91259104,860442,162,1072268.0,0.8906214989794333
2023-08,BR004,6500000.0,6853474,71492217,890407,248,-353474.0,0.95863218229755
2023-08,BR005,15700000.0,19585232,202825072,2270501,241,-3885232.0,0.965621843832009
2023-08,BR006,11600000.0,14116744,126133275,1470636,179,-2516744.0,1.1191926951868965
2023-08,BR007,19700000.0,17954390,177911312,1896190,101,1745610.0,1.0091764148195366
2023-08,BR008,8700000.0,12284349,129231225,1352559,241,-3584349.0,0.9505712725388156
2023-08,BR009,9500000.0,9802770,107787863,1127653,271,-302770.0,0.9094502597198721
2023-08,BR010,13400000.0,14810283,140963957,1893529,120,-1410283.0,1.0506432506005772
2023-08,BR011,10900000.0,9259582,101945608,1192579,169,1640418.0,0.9082865050939712
2023-08,BR012,11400000.0,18009531,158411555,1650278,274,-6609531.0,1.1368824073471155
2023-08,BR013,16000000.0,14584618,134100835,1877796,105,1415382.0,1.087585919953444
2023-08,BR014,17500000.0,22099425,199827470,2890630,173,-4599425.0,1.1059252764397207
2023-08,BR015,9600000.0,8322249,89683367,942716,286,1277751.0,0.9279590272296533
2023-08,BR016,18200000.0,15728482,165784948,2048619,224,2471518.0,0.948727987054651
2023-08,BR017,8000000.0,8230336,75559278,945991,56,-230336.0,1.0892555114144948
2023-08,BR018,7600000.0,8273984,84798367,927608,129,-673984.0,0.9757244499767311
2023-08,BR019,14600000.0,16119954,170478874,1939923,57,-1519954.0,0.9455690093307396
2023-08,BR020,8400000.0,11438992,104125991,1357807,167,-3038992.0,1.0985722095072303
2023-08,BR021,11800000.0,14996271,135655394,1908994,108,-3196271.0,1.1054680951352365
2023-08,BR022,12000000.0,11991999,114975569,1535290,51,8001.0,1.0430041011582207
2023-08,BR023,8500000.0,11842653,105219738,1245837,167,-3342653.0,1.1255162980922837
2023-08,BR024,21800000.0,21549817,205058828,2854312,293,250183.0,1.0509090103645768
2023-08,BR025,5300000.0,8668767,77171104,850292,284,-3368767.0,1.123317738204186
2023-08,BR026,12700000.0,12759490,139668652,1864588,224,-59490.0,0.9135543171133347
2023-08,BR027,11200000.0,13613820,132509684,1157797,64,-2413820.0,1.0273830250776237
2023-08,BR028,14800000.0,17012935,159109826,1726764,231,-2212935.0,1.0692573442950029
2023-08,BR029,17400000.0,16010611,174165181,1910969,196,1389389.0,0.9192773726684209
2023-08,BR030,11200000.0,10132637,97785604,1240906,69,1067363.0,1.036209481305653
2023-08,BR031,22800000.0,19249256,202773949,2127741,99,3550744.0,0.9492963023568672
2023-08,BR032,15600000.0,20498925,187936872,2214246,56,-4898925.0,1.0907346058201928
2023-08,BR033,14600000.0,17309551,154675727,2101195,268,-2709551.0,1.1190864485156096
2023-08,BR034,16900000.0,19779191,212094782,1949708,226,-2879191.0,0.9325637723609814
2023-08,BR035,7300000.0,8984308,88118911,978429,133,-1684308.0,1.0195663902382996
2023-08,BR036,20900000.0,18480221,189788867,2013186,146,2419779.0,0.9737252396369488
2023-08,BR037,15500000.0,17811270,179747369,1989124,164,-2311270.0,0.9909057417135267
2023-08,BR038,21700000.0,19182525,201401221,2686897,100,2517475.0,0.9524532624357823
2023-08,BR039,4800000.0,7046997,66662073,806727,218,-2246997.0,1.057122391018353
2023-08,BR040,18900000.0,24625959,228338923,2342202,266,-5725959.0,1.0784827517120241
2023-08,BR041,7900000.0,10427728,95222024,1006775,207,-2527728.0,1.0950962352995144
2023-08,BR042,13100000.0,18138126,172637223,2554156,80,-5038126.0,1.0506497778871247
2023-08,BR043,20100000.0,21517483,202928627,2144717,189,-1417483.0,1.0603473407426147
2023-08,BR044,5900000.0,10721457,92749628,1215366,117,-4821457.0,1.1559568734874062
2023-08,BR045,21500000.0,21051211,198502190,2479811,272,448789.0,1.0605027078038787
2023-08,BR046,14800000.0,15049493,156336112,2079709,191,-249493.0,0.9626370265623594
2023-08,BR047,20600000.0,20103955,207778802,2697462,256,496045.0,0.9675652572104058
2023-08,BR048,14900000.0,18072792,166192617,1929592,179,-3172792.0,1.087460581958343
2023-08,BR049,14500000.0,18050102,164466334,2260151,146,-3550102.0,1.097495247872431
2023-08,BR050,14200000.0,11892595,123219672,1723979,107,2307405.0,0.9651539244480377
2023-09,BR001,13200000.0,14131820,133301975,1389360,70,-931820.0,1.0601358306956818
2023-09,BR002,6700000.0,8771920,94875607,1253011,269,-2071920.0,0.9245706327865706
2023-09,BR003,8500000.0,9279266,90479838,924240,272,-779266.0,1.0255617389589047
2023-09,BR004,6500000.0,7092927,70899290,914727,248,-592927.0,1.000422853317713
2023-09,BR005,23300000.0,18729568,207395504,2145971,273,4570432.0,0.9030845721708605
2023-09,BR006,9200000.0,12426385,122906890,1482256,134,-3226385.0,1.0110405527306077
2023-09,BR007,11200000.0,16571493,172539819,2387918,133,-5371493.0,0.9604445568590748
2023-09,BR008,9300000.0,12346470,126184755,1313992,213,-3046470.0,0.9784438698636773
2023-09,BR009,11100000.0,11120333,107767530,1465779,155,-20333.0,1.031881588081308
2023-09,BR010,13200000.0,14479481,139684476,1883643,79,-1279481.0,1.0365848385328087
2023-09,BR011,6600000.0,9514019,99031589,1205822,213,-2914019.0,0.9607054775219248
2023-09,BR012,15800000.0,16940243,157271312,2231589,50,-1140243.0,1.0771349704261384
2023-09,BR013,8500000.0,12123796,130477039,1550657,85,-3623796.0,0.9291900010085299
2023-09,BR014,18600000.0,19510851,198916619,2976663,109,-910851.0,0.9808557524296146
2023-09,BR015,7500000.0,8281649,88901718,806383,67,-781649.0,0.9315510640638013
2023-09,BR016,16600000.0,15690146,166694802,2256076,77,909854.0,0.9412498657276667
2023-09,BR017,7700000.0,8036815,75222463,849191,218,-336815.0,1.068406255190022
2023-09,BR018,7300000.0,8250180,83848187,1164216,236,-950180.0,0.9839425627652509
2023-09,BR019,18300000.0,16020645,172758229,1851133,184,2279355.0,0.9273448270878024
2023-09,BR020,11200000.0,11365747,103960244,1224414,61,-165747.0,1.0932782150838354
2023-09,BR021,11500000.0,14724763,132430631,1565896,228,-3224763.0,1.1118849837693516
2023-09,BR022,9900000.0,10707863,114167706,1272428,202,-807863.0,0.9379064689273864
2023-09,BR023,12500000.0,11313973,106405765,1332438,143,1186027.0,1.0632857157692537
2023-09,BR024,23800000.0,22303511,206555317,2097573,268,1496489.0,1.0797839205465718
2023-09,BR025,6000000.0,8259217,74911887,828530,118,-2259217.0,1.102524222891355
2023-09,BR026,14500000.0,14209293,139959359,2072966,184,290707.0,1.015244218144783
2023-09,BR027,9700000.0,13328269,128881415,1574228,127,-3628269.0,1.034149803522874
2023-09,BR028,10400000.0,16605748,152904078,2017547,125,-6205748.0,1.0860238796247148
2023-09,BR029,13200000.0,16606211,170758970,1755537,242,-3406211.0,0.9724942121634957
2023-09,BR030,8100000.0,10396768,95488836,1254301,115,-2296768.0,1.0887940868815282
2023-09,BR031,21400000.0,20012322,204161627,2094329,53,1387678.0,0.9802195590849203
2023-09,BR032,19500000.0,17626993,189809879,2125641,143,1873007.0,0.928665730828478
2023-09,BR033,12500000.0,16468218,150707509,2152235,278,-3968218.0,1.0927271049248117
2023-09,BR034,16400000.0,20573310,207921472,2859115,290,-4173310.0,0.9894750071796335
2023-09,BR035,9900000.0,8353416,89665495,1147131,105,1546584.0,0.9316199057396605
2023-09,BR036,12700000.0,19515252,182973615,2330609,178,-6815252.0,1.0665609902280173
2023-09,BR037,11100000.0,18374307,172473062,2210753,75,-7274307.0,1.0653435839157306
2023-09,BR038,19400000.0,20721055,200080166,2566286,90,-1321055.0,1.035637635366616
2023-09,BR039,5500000.0,6318469,65843604,688466,65,-818469.0,0.9596177329539859
2023-09,BR040,22800000.0,24841207,226297716,2783922,294,-2041207.0,1.097722391506594
2023-09,BR041,8800000.0,9019445,95002579,1229679,170,-219445.0,0.9493894897316418
2023-09,BR042,17500000.0,17986817,172150406,1801164,229,-486817.0,1.044831517853057
2023-09,BR043,16600000.0,21219935,198308692,1963211,289,-4619935.0,1.070045633703237
2023-09,BR044,8900000.0,9994913,91654715,1182370,108,-1094913.0,1.0904963263482954
2023-09,BR045,13700000.0,19070697,193131493,2154506,59,-5370697.0,0.9874462576644607
2023-09,BR046,10600000.0,16240829,150695283,1648529,285,-5640829.0,1.07772643421095
2023-09,BR047,23400000.0,20268189,210910613,2458853,236,3131811.0,0.9609847845826516
2023-09,BR048,16100000.0,14999741,167292876,1563651,177,1100259.0,0.8966156454863027
2023-09,BR049,15100000.0,15505454,164060880,2105491,129,-405454.0,0.9451036712712988
2023-09,BR050,10900000.0,12515158,121604514,1641400,285,-1615158.0,1.0291688678596256
2023-10,BR001,12400000.0,14231417,131470558,1817391,74,-1831417.0,1.0824793943599142
2023-10,BR002,6800000.0,9111234,92564373,1183673,292,-2311234.0,0.9843132627279827
2023-10,BR003,8900000.0,9352502,90027336,1187347,72,-452502.0,1.0388513551039653
2023-10,BR004,5300000.0,6943580,69255710,722114,68,-1643580.0,1.0026003632047091
2023-10,BR005,13000000.0,19537099,200858405,2147296,231,-6537099.0,0.9726801823403904
2023-10,BR006,11900000.0,11360949,123445941,1157152,78,539051.0,0.9203177445907272
2023-10,BR007,13900000.0,18496287,167943532,2016631,244,-4596287.0,1.1013396455184712
2023-10,BR008,10900000.0,11729449,125355306,1539912,280,-829449.0,0.9356962520597252
2023-10,BR009,12800000.0,9971650,110595880,1535394,263,2828350.0,0.9016294277870025
2023-10,BR010,13100000.0,13954287,138830189,1611797,240,-854287.0,1.0051334728068402
2023-10,BR011,8100000.0,9524208,97607381,1065017,122,-1424208.0,0.9757671912127219
2023-10,BR012,14600000.0,17203108,154668204,1626181,202,-2603108.0,1.1122588583235893
2023-10,BR013,10000000.0,13155217,127321822,1917052,270,-3155217.0,1.0332256319737554
2023-10,BR014,16900000.0,18711920,197104699,2562428,282,-1811920.0,0.949339112407462
2023-10,BR015,6000000.0,9608087,85293631,857958,217,-3608087.0,1.1264717995180673
2023-10,BR016,11700000.0,17738701,160656101,2070830,159,-6038701.0,1.104141136849823
2023-10,BR017,5700000.0,7248621,73673842,893286,76,-1548621.0,0.9838798687870791
2023-10,BR018,8500000.0,8643929,83704258,969454,300,-143929.0,1.0326749446844148
2023-10,BR019,16200000.0,16913413,172044816,1608582,80,-713413.0,0.9830818151475136
2023-10,BR020,8100000.0,9500414,102559830,1424171,210,-1400414.0,0.9263289535483824
2023-10,BR021,10300000.0,13619103,129111528,1422668,112,-3319103.0,1.0548324546201637
2023-10,BR022,11400000.0,11453686,114114020,1257744,98,-53686.0,1.0037054167402042
2023-10,BR023,13000000.0,10244643,109161122,1147350,206,2755357.0,0.9384882467587681
2023-10,BR024,17500000.0,21800471,202254846,2390454,81,-4300471.0,1.077871380149774
2023-10,BR025,7900000.0,6754206,76057681,768302,233,1145794.0,0.8880373305097219
2023-10,BR026,13300000.0,13216338,140043021,2073009,169,83662.0,0.9437341400968491
2023-10,BR027,7500000.0,13611868,122769547,1234865,163,-6111868.0,1.1087332593969739
2023-10,BR028,9700000.0,14031158,148572920,2144671,104,-4331158.0,0.9443953851078649
2023-10,BR029,12100000.0,18483103,164375867,1664292,278,-6383103.0,1.1244413999045249
2023-10,BR030,11500000.0,8956195,98032641,964381,125,2543805.0,0.9135931572015896
2023-10,BR031,18800000.0,22193301,200768326,2734357,108,-3393301.0,1.1054184413531445
2023-10,BR032,15400000.0,20825563,184384316,1751303,268,-5425563.0,1.1294649920224233
2023-10,BR033,18100000.0,16496992,152310517,2054718,297,1603008.0,1.0831157509628833
2023-10,BR034,20000000.0,19842961,208078511,2820005,62,157039.0,0.9536285560982315
2023-10,BR035,10100000.0,8712886,91052609,1024335,238,1387114.0,0.9569067922040542
2023-10,BR036,20100000.0,16863424,186210191,2238854,65,3236576.0,0.9056123034640998
2023-10,BR037,13900000.0,18858307,167514755,2194747,149,-4958307.0,1.125769906059917
2023-10,BR038,14000000.0,20971886,193108280,2643092,279,-6971886.0,1.086016922733712
2023-10,BR039,7300000.0,6338019,66805585,653098,185,961981.0,0.9487259186488675
2023-10,BR040,14100000.0,20853521,219544195,2873960,167,-6753521.0,0.9498552671820815
2023-10,BR041,8100000.0,8750847,94351732,1112487,243,-650847.0,0.9274707325987401
2023-10,BR042,20900000.0,18719854,174330552,1825216,127,2180146.0,1.0738137283016234
2023-10,BR043,20100000.0,18406248,200002444,2178242,52,1693752.0,0.920301153919899
2023-10,BR044,11000000.0,8631134,94023581,1236003,208,2368866.0,0.9179754597944957
2023-10,BR045,22400000.0,19828787,195702706,2252208,169,2571213.0,1.0132096487209532
2023-10,BR046,17400000.0,14689788,153405495,1699260,286,2710212.0,0.9575789967627952
2023-10,BR047,17500000.0,22137200,206273413,2298308,63,-4637200.0,1.0731969611614465
2023-10,BR048,17800000.0,15642737,169450139,1965772,63,2157263.0,0.9231468969169744
2023-10,BR049,17000000.0,17738147,163322733,2039892,178,-738147.0,1.0860794865586776
2023-10,BR050,13800000.0,11472051,123932463,1575369,233,2327949.0,0.9256695721443057
2023-11,BR001,13700000.0,13436180,131734378,1407902,282,263820.0,1.0199448468948629
2023-11,BR002,6500000.0,9611990,89452383,949806,252,-3111990.0,1.074537052858614
2023-11,BR003,6400000.0,8692984,87734352,850920,61,-2292984.0,0.990830136865888
2023-11,BR004,6400000.0,7580590,68075120,851356,297,-1180590.0,1.1135624880279316
2023-11,BR005,19100000.0,19887327,200071078,2788904,227,-787327.0,0.9940130876887663
2023-11,BR006,8500000.0,13151105,118794836,1359435,161,-4651105.0,1.107043491351762
2023-11,BR007,16900000.0,17389567,167453965,1980599,178,-489567.0,1.038468512823808
2023-11,BR008,10200000.0,13034795,122520511,1836704,59,-2834795.0,1.0638867642332963
2023-11,BR009,12500000.0,10491599,112604281,1195708,148,2008401.0,0.9317229244596836
2023-11,BR010,11100000.0,14654995,135275194,1899179,149,-3554995.0,1.0833468107981423
2023-11,BR011,7900000.0,10466611,95040770,1178449,162,-2566611.0,1.1012759050668466
2023-11,BR012,13300000.0,16031925,151936279,1835686,251,-2731925.0,1.0551742549914624
2023-11,BR013,14200000.0,13962569,127559253,1874568,207,237431.0,1.0945947606011772
2023-11,BR014,22500000.0,18038930,201565769,2168324,257,4461070.0,0.8949401522636514
2023-11,BR015,9200000.0,8961867,85531764,875528,162,238133.0,1.0477823186249262
2023-11,BR016,17000000.0,14934793,162721308,1764785,103,2065207.0,0.9178142176684075
2023-11,BR017,8200000.0,7753330,74120512,794088,168,446670.0,1.0460437726064278
2023-11,BR018,9200000.0,7593015,85311243,812028,65,1606985.0,0.8900368501253697
2023-11,BR019,17800000.0,15899296,173945520,2050302,153,1900704.0,0.9140388323884397
2023-11,BR020,9000000.0,10382998,101176832,1166723,177,-1382998.0,1.0262228807480351
2023-11,BR021,8700000.0,11686939,126124589,1574465,197,-2986939.0,0.9266185993280025
2023-11,BR022,10000000.0,11155549,112958471,1239850,233,-1155549.0,0.9875796743034879
2023-11,BR023,11600000.0,11089559,109671563,1325057,106,510441.0,1.011160842122766
2023-11,BR024,16900000.0,19749682,199405164,2033626,116,-2849682.0,0.9904298165517919
2023-11,BR025,6700000.0,7782925,74974756,955092,86,-1082925.0,1.0380727347748886
2023-11,BR026,11300000.0,14886461,136456560,2041432,138,-3586461.0,1.0909304030528104
2023-11,BR027,12200000.0,13504203,121465344,1636474,100,-1304203.0,1.1117741534573022
2023-11,BR028,15600000.0,15273240,148899680,1516384,200,326760.0,1.0257402836594411
2023-11,BR029,15100000.0,15760043,163715824,1841498,73,-660043.0,0.9626462864090645
2023-11,BR030,11600000.0,10547551,99085090,1269001,198,1052449.0,1.0644942644751092
2023-11,BR031,24800000.0,21458526,204109800,2239972,298,3341474.0,1.0513226704450251
2023-11,BR032,16200000.0,18963516,181620800,2067396,63,-2763516.0,1.0441268841454283
2023-11,BR033,18100000.0,14651969,155758548,1584969,85,3448031.0,0.9406847449553779
2023-11,BR034,18400000.0,19850945,206627566,2615778,107,-1450945.0,0.9607113602644867
2023-11,BR035,10100000.0,8347969,92804640,1050959,222,1752031.0,0.8995206489675516
2023-11,BR036,18900000.0,19775431,185334760,1804220,70,-875431.0,1.0670114445881604
2023-11,BR037,13900000.0,18352390,163062365,2011990,287,-4452390.0,1.1254828788972857
2023-11,BR038,22900000.0,21239485,194768795,2149928,249,1660515.0,1.0904973253030599
2023-11,BR039,7500000.0,7243247,67062338,870858,62,256753.0,1.0800767190669671
2023-11,BR040,21400000.0,19829979,221114216,2358853,89,1570021.0,0.8968206277609938
2023-11,BR041,9700000.0,10073770,93977962,1086748,299,-373770.0,1.0719289699004113
2023-11,BR042,12000000.0,17988109,168342443,1814487,199,-5988109.0,1.0685427085075627
2023-11,BR043,15900000.0,21167063,194735381,2808788,224,-5267063.0,1.0869654446615429
2023-11,BR044,6700000.0,9864015,90859566,1260474,85,-3164015.0,1.0856330746726217
2023-11,BR045,15400000.0,20911663,190191043,2477777,275,-5511663.0,1.09950829808531
2023-11,BR046,16900000.0,16275531,154029964,1773599,123,624469.0,1.0566470690079497
2023-11,BR047,16600000.0,20014805,202858608,2171771,233,-3414805.0,0.9866381908723341
2023-11,BR048,12400000.0,16464649,165385490,1974235,66,-4064649.0,0.9955316515372661
2023-11,BR049,10300000.0,16406823,157215910,1997372,226,-6106823.0,1.043585410662318
2023-11,BR050,14400000.0,13431373,124901090,1336167,154,968627.0,1.0753607514554115
2023-12,BR001,10600000.0,14229899,128104479,1397788,166,-3629899.0,1.1108041741460108
2023-12,BR002,10700000.0,8975379,91177004,1104644,227,1724621.0,0.9843906474487799
2023-12,BR003,6300000.0,8959935,85074417,910383,300,-2659935.0,1.0531879401536186
2023-12,BR004,5400000.0,6666445,66808675,697879,61,-1266445.0,0.997841223463869
2023-12,BR005,19800000.0,18130894,201740184,2195227,141,1669106.0,0.8987249659691
2023-12,BR006,7900000.0,12954742,113740094,1283445,186,-5054742.0,1.1389776062608141
2023-12,BR007,15100000.0,15922858,166631107,2073708,245,-822858.0,0.9555753596475837
2023-12,BR008,10300000.0,13112275,119708236,1516921,293,-2812275.0,1.0953527875893183
2023-12,BR009,9800000.0,10484807,111919474,1333831,167,-684807.0,0.9368170368634863
2023-12,BR010,13900000.0,13531737,135643457,1386673,130,368263.0,0.9975959990462347
2023-12,BR011,8100000.0,9483370,93657400,1117523,296,-1383370.0,1.0125596055410464
2023-12,BR012,17700000.0,14037341,155598938,2171952,167,3662659.0,0.9021488951293485
2023-12,BR013,14500000.0,13937860,128121393,1454790,282,562140.0,1.0878636013581275
2023-12,BR014,13500000.0,20158443,194907326,2661170,58,-6658443.0,1.0342578400567661
2023-12,BR015,9500000.0,9354559,85677205,1127602,230,145441.0,1.0918375546914725
2023-12,BR016,18100000.0,15812610,165008698,1567774,254,2287390.0,0.9582894836246753
2023-12,BR017,5100000.0,7845267,71375245,1031857,218,-2745267.0,1.0991579783719132
2023-12,BR018,6700000.0,9023532,82987711,834859,65,-2323532.0,1.0873335209836068
2023-12,BR019,11600000.0,17236195,168309325,2263816,230,-5636195.0,1.0240784341568716
2023-12,BR020,8700000.0,9515371,100361461,1430513,214,-815371.0,0.9481100519252107
2023-12,BR021,14800000.0,11552361,129372228,1628498,184,3247639.0,0.8929552484788311
2023-12,BR022,8900000.0,10516396,111342075,1105604,232,-1616396.0,0.9445123058825695
2023-12,BR023,9100000.0,10153247,108618316,1436960,243,-1053247.0,0.9347638017146205
2023-12,BR024,19200000.0,21702201,196902963,2840918,109,-2502201.0,1.102177472057645
2023-12,BR025,7100000.0,8049004,74025752,887037,115,-949004.0,1.0873248541939837
2023-12,BR026,12200000.0,14482548,134174012,1463704,274,-2282548.0,1.0793854774201728
2023-12,BR027,8200000.0,12473675,117191669,1211948,290,-4273675.0,1.0643824007660476
2023-12,BR028,15200000.0,15025734,149073946,1871282,112,174266.0,1.0079383019753163
2023-12,BR029,16400000.0,15224858,164890966,2353661,230,1175142.0,0.9233288135385173
2023-12,BR030,8200000.0,10766203,96518887,995423,263,-2566203.0,1.1154503884819973
2023-12,BR031,24300000.0,20295812,208113988,2879354,220,4004188.0,0.9752257498424373
2023-12,BR032,11300000.0,19240321,173680479,2213922,132,-7940321.0,1.1077998581521644
2023-12,BR033,10600000.0,16717486,149641062,1758073,203,-6117486.0,1.1171723707761443
2023-12,BR034,23600000.0,21326781,208900785,2158613,219,2273219.0,1.0209047802285665
2023-12,BR035,6300000.0,9764450,89340190,1217939,243,-3464450.0,1.0929515596508135
2023-12,BR036,12300000.0,18677071,178957689,2111561,172,-6377071.0,1.04365848175431
2023-12,BR037,12700000.0,16419438,159342927,1885731,251,-3719438.0,1.0304466165605204
2023-12,BR038,13900000.0,21145848,187522947,2011676,66,-7245848.0,1.1276405548383368
2023-12,BR039,7800000.0,6271353,68590985,713602,101,1528647.0,0.9143115527499714
2023-12,BR040,15300000.0,24254742,212159474,2446054,274,-8954742.0,1.143231623962265
2023-12,BR041,8000000.0,8811774,93166188,1061564,148,-811774.0,0.9458124443172451
2023-12,BR042,21500000.0,15849536,173992907,2071382,183,5650464.0,0.9109300070490804
2023-12,BR043,20600000.0,21001504,194333877,2679008,212,-401504.0,1.0806918651656396
2023-12,BR044,10800000.0,8377898,93281668,917277,111,2422102.0,0.898129094346812
2023-12,BR045,18400000.0,17187795,191403248,2723946,220,1212205.0,0.8979886798995177
2023-12,BR046,15800000.0,14205189,155624775,1649505,91,1594811.0,0.9127845486041667
2023-12,BR047,14400000.0,20863180,196395428,2250142,300,-6463180.0,1.062304770149741
2023-12,BR048,9900000.0,17475944,157809546,1765767,59,-7575944.0,1.1074072794050114
2023-12,BR049,13900000.0,14487999,156627911,2272491,164,-587999.0,0.9249947156608632
2023-12,BR050,15000000.0,12764019,127137071,1750605,143,2235981.0,1.0039572958228682
